id,name,citizenship,byear,bplace
612,Callaghan,US,1983,"Houston,TX US"
613,Wilson,US,1984,"Oakland,CA US"
614,Linn,US,1952,"Denver,CO US"
615,Marco,US,1983,"Saginaw,MI US"
616,Mashburn,US,1944,"Denver,CO US"
617,Carroll,US,1965,"Bridgeview,IL US"
618,Thomas,US,1973,"Houston,TX US"
619,Roberts,US,1949,"Cambridge,MA US"
620,Morris,US,1966,"Charlotte,NC US"
621,Rollins,US,1952,"Brigantine,NJ US"
622,Lane,US,1965,"Boston,MA US"
623,Dutton,US,1985,"New York,NY US"
624,Calloway,US,1946,"Sugar Land,TX US"
625,Mcfadden,US,1965,"Arlington,VA US"
626,Battaglia,US,1970,"Bradenton,FL US"
627,Peters,US,1972,"Plainfield,CT US"
628,Lawrence,US,1956,"Grand Rapids,MI US"
629,Allen,US,1982,"Hialeah,FL US"
630,Godfrey,US,1944,"Los Angeles,CA US"
631,Ellis,US,1981,"Kinston,NC US"
632,Meyers,US,1954,"Elko,NV US"
633,Richmond,US,1949,"Miami,FL US"
634,Dwyer,US,1957,"Metairie,LA US"
635,Galloway,US,1983,"Wainwright,AK US"
636,Hubbard,US,1967,"Norfolk,VA US"
637,Acosta,US,1949,"Green Bay,WI US"
638,Wellman,US,1948,"Houston,TX US"
639,Thompson,US,1973,"Maumee,OH US"
640,Martin,US,1951,"Baltimore,MD US"
641,Compton,US,1969,"Akron,OH US"
642,Fagan,US,1962,"Chisana,AK US"
643,Herrera,US,1969,"Spokane,WA US"
644,Fulton,US,1976,"Southfield,MI US"
645,Goodnight,US,1980,"Denver,CO US"
646,Godfrey,US,1977,"Jersey City,NJ US"
647,Tripp,US,1984,"Dallas,TX US"
648,Vance,US,1984,"San Francisco,CA US"
649,Allen,US,1957,"River Grove,IL US"
650,Hernandez,US,1976,"Kemmerer,WY US"
651,Langley,US,1960,"Chicago,IL US"
652,Holmes,US,1973,"Bedford,MA US"
653,Mapp,US,1941,"Elwood,IN US"
654,Miranda,US,1951,"Grayling,MI US"
655,Spiller,US,1942,"Anchorage,AK US"
656,Walck,US,1967,"Philadelphia,PA US"
657,Sanchez,US,1975,"Harriman,TN US"
658,Chapman,US,1978,"Prinsburg,MN US"
659,Crosby,US,1963,"Mount Airy,MD US"
660,Sloan,US,1982,"Temple,TX US"
661,Mccoy,US,1977,"San Francisco,CA US"
662,Rimer,US,1956,"Stlouis,MO US"
663,Gardner,US,1943,"Seneca,SC US"
664,White,US,1951,"Marion Center,PA US"
665,Olmstead,US,1940,"Lemont,IL US"
666,Booker,US,1976,"Sheboygan Falls,WI US"
667,Clemens,US,1945,"Mobile,AL US"
668,Hickman,US,1962,"Adelphi,DC US"
669,White,US,1978,"Minneapolis,MN US"
670,Coleman,US,1963,"New York,NY US"
671,Lewis,US,1947,"Central Valley,CA US"
672,Havens,US,1978,"Cooperstown,ND US"
673,Winsett,US,1957,"Sioux Falls,SD US"
674,Gaudette,US,1953,"Frederick,MD US"
675,Ball,US,1985,"Tamarac,FL US"
676,Bruce,US,1950,"Chandler,AZ US"
677,Whitney,US,1954,"Paron,AR US"
678,Korn,US,1949,"Albany,NY US"
679,Parsons,US,1948,"Raleigh,NC US"
680,Delong,US,1981,"Neapolis,OH US"
681,Younker,US,1975,"Stockton,CA US"
682,Russell,US,1949,"Grand Rapids,MI US"
683,Mcbride,US,1985,"New York,NY US"
684,Swingle,US,1950,"Salt Lake City,UT US"
685,Hoskin,US,1954,"Atlanta,GA US"
686,Fox,US,1955,"Buffalo Grove,IL US"
687,Avilla,US,1985,"Huntington,NY US"
688,Adcock,US,1977,"Spring,TX US"
689,Olson,US,1969,"San Antonio,TX US"
690,Pollard,US,1973,"Cottonwood,NM US"
691,Jones,US,1972,"Stover,MO US"
692,Eaves,US,1983,"Miramar,FL US"
693,Cantu,US,1946,"Santa Ana,CA US"
694,Owens,US,1971,"Eau Claire,WI US"
695,Brown,US,1952,"Houston,TX US"
696,Hooper,US,1975,"New Castle,PA US"
697,Luebke,US,1956,"Fort Myers,FL US"
698,Olson,US,1956,"Mira Loma,CA US"
699,Thomas,US,1942,"Bethpage,NY US"
700,Tuttle,US,1977,"Springfield,MA US"
701,Walters,US,1960,"Fort Worth,TX US"
702,Fackler,US,1985,"Presque Isle,ME US"
703,King,US,1958,"San Jose,CA US"
704,Mitchell,US,1964,"Glen Carbon,IL US"
705,Stevens,US,1956,"Baton Rouge,LA US"
706,Stone,US,1950,"Macomb,IL US"
707,Carty,US,1948,"Fort Worth,TX US"
708,Frye,US,1964,"Colorado Springs,CO US"
709,Lacey,US,1980,"Boston,MA US"
710,Sellers,US,1942,"Sandoval,IL US"
711,Mcginley,US,1964,"Bloomsburg,PA US"
712,Sanroman,US,1972,"Green Bay,WI US"
713,Wade,US,1946,"Jackson,NJ US"
714,Jacobs,US,1942,"Springfield,IL US"
715,White,US,1979,"Athens,GA US"
716,Wheeler,US,1955,"Parma,ID US"
717,Dunton,US,1957,"San Antonio,TX US"
718,Beckwith,US,1972,"Redlands,CA US"
719,Galvez,US,1945,"Laughlin,NV US"
720,Obrien,US,1948,"Wishram,WA US"
721,Emory,US,1953,"Cleveland,OH US"
722,Alexander,US,1971,"Moundridge,KS US"
723,Dowdy,US,1984,"Toledo,OH US"
724,Banks,US,1940,"Glassboro,NJ US"
725,Adams,US,1983,"Dayton,OH US"
726,Williams,US,1941,"Arcadia,FL US"
727,Mckinney,US,1948,"Rochelle Park,NJ US"
728,Alcorn,US,1984,"Yakima,WA US"
729,Smith,US,1941,"State College,PA US"
730,Scott,US,1960,"Springfield,LA US"
731,Goldstein,US,1980,"Fort Lauderdale,FL US"
732,Gates,US,1952,"Jonesboro,TX US"
733,Piercy,US,1949,"Columbia,SC US"
734,Pond,US,1941,"New Orleans,LA US"
735,Miller,US,1965,"Bogata,TX US"
736,Douglas,US,1943,"Raleigh,NC US"
737,Block,US,1956,"Parkman,OH US"
738,Salazar,US,1973,"Wheeling,IL US"
739,Swearingen,US,1945,"Newark,NJ US"
740,Lovell,US,1945,"South Bend,IN US"
741,Armas,US,1959,"Corpus Christi,TX US"
742,Gebhardt,US,1978,"Mountain View,UT US"
743,Martinez,US,1946,"Knoxville,TN US"
744,Lambert,US,1967,"Plymouth Meeting,PA US"
745,Jefferies,US,1979,"Dayton,OH US"
746,Sanders,US,1945,"Santa Cruz,CA US"
747,Ide,US,1946,"Stonewall,TX US"
748,Frazier,US,1981,"Okemos,MI US"
749,Ingraham,US,1944,"Meridian,MS US"
750,Webb,US,1985,"Harlan,IA US"
751,Barrett,US,1985,"Headrick,OK US"
752,Ballard,US,1979,"Pearl,IL US"
753,Bolden,US,1944,"Polk City,FL US"
754,Argo,US,1953,"Barron,WI US"
755,Avelar,US,1945,"Santa Clara,CA US"
756,Knight,US,1973,"Detroit,MI US"
757,Pardo,US,1984,"Pasadena,CA US"
758,Wade,US,1948,"Burgess,SC US"
759,Todd,US,1959,"Rochester,NY US"
760,Cribb,US,1953,"Tucson,AZ US"
761,Souza,US,1951,"Peoria,IL US"
762,Anderson,US,1940,"Reston,MD US"
763,Click,US,1957,"Belfast,NY US"
764,Johnson,US,1969,"Saint Marys,PA US"
765,Best,US,1957,"Hiawatha,KS US"
766,Pickering,US,1972,"Joliet,IL US"
767,Priest,US,1960,"Harrisburg,PA US"
768,Hatfield,US,1944,"Albuquerque,NM US"
769,Mckenzie,US,1957,"Brule,NE US"
770,Brown,US,1940,"Portland,PA US"
771,Baier,US,1970,"Greenwood,DE US"
772,Brubaker,US,1964,"New York,NY US"
773,Oneil,US,1965,"Clarendon,AR US"
774,Scott,US,1953,"New Berlin,WI US"
775,Mccleskey,US,1953,"Manistee,MI US"
776,Boyles,US,1953,"Glendale,CA US"
777,Pinckney,US,1970,"Burlington,MA US"
778,Scoville,US,1975,"Madison,WI US"
779,Glover,US,1953,"Bridgeport,CT US"
780,Tran,US,1954,"Rochester,NY US"
781,Colon,US,1980,"Harold,KY US"
782,Mattson,US,1961,"Corpus Christi,TX US"
783,Harrell,US,1975,"Watertown Junction,WI US"
784,Lamb,US,1968,"Foxboro,MA US"
785,Bussey,US,1978,"Rochester,MN US"
786,Wallace,US,1950,"Port Austin,MI US"
787,Melgar,US,1953,"Buffalo,NY US"
788,Lilly,US,1978,"Salt Lake City,UT US"
789,Johnson,US,1956,"Springfield,MA US"
790,Fife,US,1943,"Janesville,WI US"
791,Keith,US,1983,"Morehead,KY US"
792,Stewart,US,1965,"Mccoll,SC US"
793,Moore,US,1967,"Indianapolis,IN US"
794,Clore,US,1958,"Port Graham,AK US"
795,Wright,US,1972,"Rutherford,NJ US"
796,Mendoza,US,1953,"Grand Junction,CO US"
797,Costello,US,1949,"Bethesda,MD US"
798,Bales,US,1984,"Bangor,ME US"
799,Henry,US,1950,"Waltham,MA US"
800,Nichols,US,1973,"Mason,WV US"
801,Rodriquez,US,1943,"Sherman,TX US"
802,Garcia,US,1962,"Oklahoma City,OK US"
803,Bode,US,1985,"Bridgeville,PA US"
804,Stutes,US,1962,"Austin,TX US"
805,Cook,US,1979,"Burr Ridge,IL US"
806,Peralta,US,1985,"Watsonville,CA US"
807,Wildermuth,US,1943,"Atlanta,GA US"
808,Shepardson,US,1983,"Phoenix,AZ US"
809,Henry,US,1964,"Youngstown,OH US"
810,Driver,US,1949,"Portland,WA US"
811,Knox,US,1944,"Cleveland,OH US"
812,Veit,US,1976,"Burr Ridge,IL US"
813,Foy,US,1960,"Jacksonville,FL US"
814,Bridge,US,1955,"Hyde Park,MA US"
815,Neeley,US,1942,"Waukesha,WI US"
816,Orr,US,1971,"Clarksville,TX US"
817,Wheeler,US,1974,"Buffalo,NY US"
818,Warren,US,1951,"Memphis,TN US"
819,Fox,US,1967,"Minneapolis,MN US"
820,Rittenhouse,US,1949,"Hyattsville,MD US"
821,Berry,US,1984,"Brooklyn,NY US"
822,Martinez,US,1964,"Walpole,MA US"
823,Irvin,US,1948,"Millwood,WA US"
824,Gallagher,US,1966,"Portland,OR US"
825,Corey,US,1952,"Dunwoody,GA US"
826,Leon,US,1952,"Stamford,CT US"
827,Tobias,US,1972,"New York,NY US"
828,Davis,US,1953,"Fawn Grove,PA US"
829,Luther,US,1954,"Ada,OK US"
830,Hahn,US,1962,"Queens,NY US"
831,Cuellar,US,1985,"Newark,NJ US"
832,Bates,US,1946,"Atlanta,GA US"
833,Gonzalez,US,1951,"Dallas,TX US"
834,Miller,US,1969,"Nashville,TN US"
835,Smith,US,1970,"Corpus Christi,TX US"
836,Pearsall,US,1947,"Southfield,MI US"
837,Mcneil,US,1948,"Stockton,CA US"
838,White,US,1962,"San Jose,CA US"
839,Dexter,US,1976,"Philadelphia,PA US"
840,Cushing,US,1985,"Chico,CA US"
841,Gingrich,US,1965,"Bensalem,PA US"
842,Deans,US,1969,"Clarissa,MN US"
843,Lowder,US,1947,"Mountain View,CO US"
844,Kim,US,1966,"Oakland,CA US"
845,Franzen,US,1944,"Oakland,CA US"
846,Diamond,US,1968,"Hartford,WI US"
847,Clark,US,1944,"San Francisco,CA US"
848,Moore,US,1963,"Tampa,FL US"
849,Summers,US,1957,"Newfolden,MN US"
850,Mcclung,US,1959,"Fort Lauderdale,FL US"
851,Kelly,US,1945,"Philadelphia,DE US"
852,Davis,US,1956,"Greenport  Suffolk,NY US"
853,Valdez,US,1974,"Houston,TX US"
854,Fletcher,US,1981,"Plainview,NY US"
855,Mcfadden,US,1978,"Childress,TX US"
856,Cost,US,1980,"Louisville,KY US"
857,Johnson,US,1981,"Deerpark,NY US"
858,Masters,US,1961,"Huntsville,AL US"
859,Ivey,US,1953,"Fitchburg,WI US"
860,Patterson,US,1962,"Wyanet,IL US"
861,Rivera,US,1985,"Saint Louis,MO US"
862,Greene,US,1959,"Mount Airy,MD US"
863,Haynes,US,1978,"Houston,TX US"
864,Petro,US,1985,"Stamford,CT US"
865,Nagel,US,1974,"Fort Walton Beach,FL US"
866,Ralston,US,1984,"Wallingford,CT US"
867,Vasquez,US,1981,"Oklahoma City,OK US"
868,Benz,US,1968,"Barrington,IL US"
869,Delarosa,US,1961,"O Fallon,MO US"
870,Todd,US,1977,"Camden,NJ US"
871,Robinson,US,1979,"Feather Sound,FL US"
872,Garcia,US,1975,"Garden City,KS US"
873,Ary,US,1963,"Escondido,CA US"
874,Hibbitts,US,1949,"Fort Worth,TX US"
875,Rojas,US,1946,"Spokane,WA US"
876,Smith,US,1940,"Millwood,WA US"
877,Martin,US,1985,"Green Bay,WI US"
878,Morris,US,1957,"Champaign,IL US"
879,Cross,US,1982,"Salt Lake City,UT US"
880,Bailey,US,1948,"Belton,SC US"
881,Nakamura,US,1969,"Lake Charles,LA US"
882,Martinez,US,1974,"Peoria,IL US"
883,Kurtz,US,1950,"Milnesand,NM US"
884,Jones,US,1982,"Mission,KS US"
885,Espinoza,US,1942,"Denver,CO US"
886,Andrews,US,1940,"Los Angeles,CA US"
887,Flynn,US,1947,"Boca Raton,FL US"
888,Karns,US,1948,"Decatur,GA US"
889,Martinez,US,1958,"Tampa,FL US"
890,Haggerty,US,1978,"Eagan,MN US"
891,Jennings,US,1974,"Dallas,TX US"
892,Hartsock,US,1951,"Hattiesburg,MS US"
893,Torrence,US,1983,"Tigard,OR US"
894,Hitt,US,1979,"Minneapolis,MN US"
895,Knight,US,1951,"Jackson,MS US"
896,Endicott,US,1949,"Tierra Amarilla,NM US"
897,Price,US,1955,"Wheatland,IN US"
898,Lee,US,1950,"Saint Paul,MN US"
899,Decosta,US,1976,"Reno,NV US"
900,Strope,US,1980,"Waltham,MA US"
901,Johnson,US,1944,"Portland,OR US"
902,Mendoza,US,1957,"Gainesville,GA US"
903,Shields,US,1976,"Norway,MI US"
904,Johnson,US,1941,"Sturbridge,MA US"
905,Johnson,US,1951,"Detroit,MI US"
906,Byrd,US,1982,"Chelsea,AL US"
907,Hadley,US,1947,"Los Angeles,CA US"
908,Peters,US,1981,"Hernando,MS US"
909,Steinberg,US,1953,"Broadus,MT US"
910,Chandler,US,1972,"Charleston,SC US"
911,Arruda,US,1964,"Madison,WI US"
912,Bowser,US,1943,"Charlotte,NC US"
913,Simmons,US,1966,"Los Angeles,CA US"
914,Perez,US,1961,"Burlington,MA US"
915,Mejia,US,1943,"Indianapolis,IN US"
916,Horton,US,1968,"Dallas,TX US"
917,Ayers,US,1945,"Richmond,VA US"
918,Albers,US,1953,"Reading,PA US"
919,Bowe,US,1976,"West Palm Beach,FL US"
920,Smith,US,1945,"Colorado Springs,CO US"
921,Higgs,US,1945,"Brunswick,OH US"
922,Douglass,US,1954,"Toledo,OH US"
923,Brown,US,1957,"Dallas,TX US"
924,Parker,US,1944,"Gainesville,GA US"
925,Johnson,US,1965,"Longview,WA US"
926,Snow,US,1977,"Tigard,OR US"
927,Donaldson,US,1948,"Lexington,KY US"
928,Bailey,US,1967,"Stockton,CA US"
929,Holton,US,1960,"Grand Rapids,MI US"
930,Schmitt,US,1950,"Fargo,ND US"
931,Baird,US,1952,"Hickman,NE US"
932,Dickerson,US,1952,"Bovina,TX US"
933,Romero,US,1980,"Rancho Santa Margarita,CA US"
934,Dukes,US,1973,"Wallingford,CT US"
935,Ploof,US,1942,"Cuero,TX US"
936,Wood,US,1958,"Centralia,IL US"
937,Epling,US,1973,"El Monte,CA US"
938,Grimes,US,1983,"Ellabelle,GA US"
939,Bond,US,1945,"Brookville,PA US"
940,Mcleod,US,1953,"Richmond,IN US"
941,Lee,US,1966,"New York,NY US"
942,Anderson,US,1981,"Thorntown,IN US"
943,Blalock,US,1979,"Dayton,OH US"
944,Burse,US,1962,"Columbus,GA US"
945,Sayers,US,1967,"Poughkeepsie,NY US"
946,Roeder,US,1980,"Kalamazoo,MI US"
947,Villarreal,US,1943,"Norcross,GA US"
948,Moore,US,1959,"Garden City,NY US"
949,Moreno,US,1963,"Northadams,MA US"
950,Ogara,US,1951,"Los Angeles,CA US"
951,Riley,US,1982,"Olympia,WA US"
952,Norman,US,1949,"Grayling,MI US"
953,Franklin,US,1951,"Mobile,AL US"
954,Carter,US,1950,"Englewood,CO US"
955,Stotts,US,1944,"Pittsburgh,PA US"
956,Salas,US,1963,"Roachdale,IN US"
957,Toth,US,1945,"Providence,RI US"
958,Baum,US,1959,"Hickory Hills,IL US"
959,Cowart,US,1982,"Philadelphia,PA US"
960,Schneider,US,1947,"Park City,UT US"
961,Brannon,US,1985,"Phoenix,AZ US"
962,Belt,US,1947,"Vancouver,WA US"
963,Gordon,US,1946,"Chicago,IL US"
964,Bahr,US,1967,"Roseville,PA US"
965,Burnett,US,1942,"Clayton,GA US"
966,Hudgens,US,1944,"Los Angeles,CA US"
967,Taylor,US,1960,"Pitts,GA US"
968,Alfaro,US,1966,"Jacksonville,FL US"
969,Newman,US,1980,"Bloomfield,NJ US"
970,Thorp,US,1977,"Bartlett,IL US"
971,Hellwig,US,1977,"Hagerstown,WV US"
972,Headen,US,1953,"Garden City,NY US"
973,Galloway,US,1954,"Hicksville,NY US"
974,Forster,US,1979,"Anaheim,CA US"
975,Bennett,US,1985,"Milwaukee,WI US"
976,Wimer,US,1973,"Los Angeles,CA US"
977,Strother,US,1981,"Logansport,IN US"
978,Wells,US,1958,"Midlands,TX US"
979,Murphy,US,1969,"Cedar Rapids,IA US"
980,Hardin,US,1948,"Statesboro,GA US"
981,Forward,US,1957,"Akron,OH US"
982,Mccoy,US,1944,"South Bend,IN US"
983,Cantin,US,1953,"Duluth,MN US"
984,Beck,US,1950,"Bakersfield,CA US"
985,Tompkins,US,1965,"Melbourne,FL US"
986,Wright,US,1958,"Hickory,NC US"
987,Vue,US,1962,"Pennsauken,NJ US"
988,Lassiter,US,1949,"Richmond,VA US"
989,Lindley,US,1966,"Smithsburg,MD US"
990,Wilkerson,US,1960,"Pinewood,SC US"
991,Cheek,US,1961,"Bakersfield,CA US"
992,Perry,US,1960,"Baltimore,MD US"
993,Williams,US,1952,"Maple Shade,NJ US"
994,Newman,US,1974,"Morrisville,NC US"
995,Bloom,US,1969,"Fort Smith,AR US"
996,Hartman,US,1943,"Saint Louis,MO US"
997,Bollinger,US,1977,"Hoffman Estates,IL US"
998,Leibowitz,US,1961,"Jacksonville,FL US"
999,Wood,US,1955,"Denver,CO US"
1000,Atnip,US,1953,"Los Angeles,CA US"
1001,Deshong,US,1974,"Altamonte Springs,FL US"
1002,Bonilla,US,1974,"Charlotte,NC US"
1003,Macarthur,US,1956,"Atlanta,GA US"
1004,Corman,US,1956,"Ridgecrest,CA US"
1005,Gill,US,1985,"New York,NY US"
1006,Lanham,US,1941,"Orlando,FL US"
1007,Bloch,US,1970,"Miami,FL US"
1008,Dinapoli,US,1957,"Seattle,WA US"
1009,Rivera,US,1975,"Smithtown,NY US"
1010,Brown,US,1968,"Hartford,CT US"
1011,Powers,US,1972,"Shiro,TX US"
1012,Romero,US,1975,"Jersey City,NJ US"
1013,Mauldin,US,1966,"Jacksonville Beach,FL US"
1014,Darby,US,1963,"Chattanooga,OK US"
1015,Pope,US,1966,"Virginia Beach,VA US"
1016,Caley,US,1943,"Southfield,MI US"
1017,Motley,US,1967,"Chicago,IL US"
1018,Ward,US,1955,"Myrtle Beach,SC US"
1019,Duran,US,1944,"Beaumont,TX US"
1020,Jackson,US,1942,"Naugatuck,CT US"
1021,Terry,US,1944,"Whitestone,NY US"
1022,Crain,US,1958,"Jackson,TN US"
1023,Harvey,US,1951,"Fort Wayne,IN US"
1024,Hill,US,1983,"Paducah,KY US"
1025,Harrell,US,1983,"New York,NY US"
1026,Harris,US,1946,"Charleston,WV US"
1027,Phillips,US,1972,"Angola,IN US"
1028,Moore,US,1982,"Rosenberg,TX US"
1029,Kovac,US,1974,"Cleveland,OH US"
1030,Harriman,US,1948,"Weekiwachee Spgs,FL US"
1031,Carter,US,1955,"Boise,ID US"
1032,Caufield,US,1943,"Mount Pleasant,MI US"
1033,Cunningham,US,1941,"Lima,OH US"
1034,Demps,US,1967,"Sylmar,CA US"
1035,Morris,US,1940,"Worcester,MA US"
1036,Hall,US,1945,"Milwaukee,WI US"
1037,Mcfarland,US,1967,"Eagleville,PA US"
1038,Scott,US,1976,"Las Vegas,NV US"
1039,Bass,US,1983,"Jackson,MS US"
1040,Freeman,US,1947,"Houma,LA US"
1041,Buford,US,1949,"Mashpee,MA US"
1042,Medina,US,1981,"Columbus,OH US"
1043,Denham,US,1952,"Tukwila,WA US"
1044,Riggs,US,1959,"New York,NY US"
1045,Mccray,US,1968,"Kirkland,WA US"
1046,Clark,US,1979,"Portland,OR US"
1047,Dumas,US,1954,"Colton,CA US"
1048,Sthilaire,US,1984,"Port St Joe,FL US"
1049,Marques,US,1953,"Grand Rapids,MI US"
1050,Washington,US,1950,"Greenville,NC US"
1051,Hopkins,US,1973,"Willow Grove,PA US"
1052,Garcia,US,1974,"Marietta,SC US"
1053,Hunt,US,1980,"Louisville,KY US"
1054,Weeks,US,1964,"Lewisville,NC US"
1055,Mason,US,1969,"Saint Marys,PA US"
1056,Jacobs,US,1957,"Monument,CO US"
1057,Barnett,US,1946,"Burkett,TX US"
1058,Salcido,US,1983,"Denver,CO US"
1059,Quintana,US,1979,"Detroit,MI US"
1060,Baggett,US,1982,"Denver,CO US"
1061,Morales,US,1982,"Durand,MI US"
1062,Flores,US,1952,"Dubuque,IA US"
1063,Crawford,US,1952,"Waterloo,IA US"
1064,Whitehead,US,1949,"Belleville,NJ US"
1065,Brock,US,1945,"Charlotte,NC US"
1066,Helmick,US,1951,"Lockport,IL US"
1067,Brown,US,1975,"Deer Park,TX US"
1068,Correia,US,1944,"Roswell,GA US"
1069,Sutton,US,1983,"Santa Fe Springs,CA US"
1070,Butts,US,1951,"Detroit,MI US"
1071,Holt,US,1941,"Juneau,AK US"
1072,Burris,US,1954,"Fresno,CA US"
1073,Williams,US,1947,"Faribault,MN US"
1074,Neff,US,1953,"San Francisco,CA US"
1075,Johnson,US,1969,"Washington,DC US"
1076,Ohagan,US,1944,"Saginaw,MI US"
1077,Early,US,1951,"Dayton,OH US"
1078,Harrison,US,1958,"Chicago,WI US"
1079,Perez,US,1954,"Modesto,CA US"
1080,Perrault,US,1961,"Big Valley,TX US"
1081,Harrop,US,1980,"Columbus,MS US"
1082,Lampkin,US,1940,"Chidester,AR US"
1083,Griego,US,1944,"Mount Clemens,MI US"
1084,Fisher,US,1981,"Centerville,MO US"
1085,Huntsberry,US,1953,"Midland,MI US"
1086,Lucht,US,1970,"Iola,KS US"
1087,Hiatt,US,1962,"Kansas City,MO US"
1088,Burks,US,1940,"Brisbane,CA US"
1089,Mulkey,US,1978,"Trenton,OH US"
1090,Light,US,1981,"Garland,TX US"
1091,Oneill,US,1976,"Concord,MA US"
1092,Oliver,US,1978,"Newton,MA US"
1093,Carothers,US,1952,"Plano,TX US"
1094,Spikes,US,1955,"Cody,WY US"
1095,Davis,US,1945,"Odessa,TX US"
1096,Miller,US,1952,"Charleston,SC US"
1097,Russ,US,1969,"New Brunswick,VA US"
1098,Aguilera,US,1942,"Houston,TX US"
1099,Benoit,US,1940,"West Hartford,CT US"
1100,Hoelscher,US,1954,"West Allis,WI US"
1101,Jordan,US,1951,"Gibsonia,PA US"
1102,Lewis,US,1942,"Mountain View,WY US"
1103,Lowrance,US,1979,"Philadelphia,PA US"
1104,Hunter,US,1957,"Mansfield,OH US"
1105,Ramirez,US,1979,"Knoxville,TN US"
1106,Maselli,US,1953,"Grand Rapids,MI US"
1107,Cleveland,US,1946,"New Brunswick,NJ US"
1108,Segura,US,1950,"Birmingham,AL US"
1109,Potter,US,1941,"Greenville,TX US"
1110,Guzman,US,1940,"Florence,AL US"
1111,Strickland,US,1977,"Dayton,OH US"
1112,Warren,US,1959,"Augusta,GA US"
1113,Mccarty,US,1952,"Nashville,TN US"
1114,Johnson,US,1951,"Wichita Falls,TX US"
1115,Bibb,US,1963,"Dyersburg,TN US"
1116,Ambrose,US,1946,"San Francisco,CA US"
1117,Ashbrook,US,1983,"Albany,GA US"
1118,Ruff,US,1959,"Plano,TX US"
1119,Baldwin,US,1954,"Austin,TX US"
1120,Billings,US,1984,"Tampico,IL US"
1121,Hull,US,1950,"Saint Paul,MN US"
1122,Mowrer,US,1959,"San Antonio,TX US"
1123,Shroyer,US,1970,"Macon,GA US"
1124,Roman,US,1966,"Coeur D Alene,ID US"
1125,Washington,US,1966,"Houston,TX US"
1126,Valladares,US,1981,"Chatham,MA US"
1127,Chandler,US,1954,"Washington,NC US"
1128,Hockman,US,1967,"Battle Ground,WA US"
1129,Rios,US,1956,"Fort Lauderdale,FL US"
1130,Hartley,US,1950,"Lincolnville,ME US"
1131,Allen,US,1953,"Fredericksburg,VA US"
1132,Beebe,US,1946,"Detroit,MI US"
1133,Person,US,1960,"Morgantown,KY US"
1134,Graves,US,1952,"Winnetka,IL US"
1135,Fredrickson,US,1984,"Kenner,LA US"
1136,Cox,US,1948,"Ambler,PA US"
1137,Johnson,US,1954,"Jackson,MS US"
1138,Jacobsen,US,1941,"Altamonte Springs,FL US"
1139,Hockaday,US,1981,"Hollywood,FL US"
1140,Hargis,US,1961,"Houston,TX US"
1141,Carl,US,1956,"Worthington,OH US"
1142,Wedding,US,1950,"Fresno,CA US"
1143,Croyle,US,1960,"Huntingdon,TN US"
1144,Kidd,US,1964,"Fort Worth,TX US"
1145,Houston,US,1968,"Birmingham,AL US"
1146,Mazur,US,1964,"Indianapolis,IN US"
1147,Hebert,US,1961,"East Liberty (logan),OH US"
1148,Jonas,US,1962,"Level Cross,NC US"
1149,Medders,US,1971,"Arden,NC US"
1150,Mckenzie,US,1963,"Portsmouth,VA US"
1151,Sanborn,US,1985,"Irvine,CA US"
1152,Vinton,US,1960,"Clayton,OK US"
1153,Peebles,US,1972,"Waltham,MA US"
1154,Hosmer,US,1966,"Toomsuba,MS US"
1155,Mccoy,US,1951,"Stockton,CA US"
1156,Ritzman,US,1952,"Fence Lake,NM US"
1157,James,US,1952,"Lexington,KY US"
1158,Toler,US,1965,"Oklahoma City,OK US"
1159,Bledsoe,US,1949,"Akron,OH US"
1160,Johnson,US,1978,"Metuchen,NJ US"
1161,Sanchez,US,1982,"Herndon,VA US"
1162,Harmon,US,1967,"Nashville,TN US"
1163,Hauser,US,1947,"Tacoma,WA US"
1164,Caudillo,US,1971,"Nashville,TN US"
1165,Roark,US,1981,"Fort Lee,NJ US"
1166,Mcdonald,US,1940,"Clinton,OK US"
1167,Teeple,US,1979,"Las Vegas,NV US"
1168,Devine,US,1959,"Atlanta,GA US"
1169,Waters,US,1956,"San Francisco,CA US"
1170,Cabello,US,1948,"Phil Campbell,AL US"
1171,Stewart,US,1967,"Dayton,OH US"
1172,Willer,US,1972,"Bloomington,IL US"
1173,Sorenson,US,1969,"Iowa City,IA US"
1174,Allison,US,1960,"La Mesa,CA US"
1175,Kanter,US,1960,"Champaign,IL US"
1176,Villarreal,US,1980,"Port Protection,AK US"
1177,Hart,US,1957,"Yorkville,IL US"
1178,Curtsinger,US,1954,"Las Vegas,NV US"
1179,Moe,US,1970,"Brattleboro,VT US"
1180,Allison,US,1969,"Manchester,MO US"
1181,Adams,US,1947,"Austin,TX US"
1182,Allen,US,1974,"Elk Lake,WI US"
1183,Heaney,US,1972,"Wilmington,NC US"
1184,Hill,US,1957,"Grand Chute,WI US"
1185,Campbell,US,1969,"San Francisco,CA US"
1186,Troxler,US,1947,"Corpus Christi,TX US"
1187,Vega,US,1961,"Boston,MA US"
1188,Mccullough,US,1968,"Columbus,OH US"
1189,King,US,1959,"Austin,TX US"
1190,Wilson,US,1964,"Tulsa,OK US"
1191,Thiede,US,1973,"Pontiac,MI US"
1192,Odle,US,1959,"Walla Walla,WA US"
1193,Wright,US,1942,"Myrtle Beach,SC US"
1194,Smith,US,1946,"Norcross,GA US"
